Main_Atlas_Number,Main_Display_Name,Location_X,Location_Y,Density,Density_trans,Location_Current_County,Location_Historic_County,Location_Current_Parish
1165,"Moel y Gaer, Rhosesmor, Flintshire (Moel-y-Gaer Camp)",-354309,7022391,9.748220600988662e-13,-1.999998025338449,Flintshire,Flintshire,Halkyn
1166,"Bryn-y-Gaer, Broughton, Wrexham (Bryn-y-Gaer Enclosure)",-338212,6996365,1.11062852061745e-12,-1.9999978922727686,Wrexham,Denbighshire,Broughton
1167,"Pen y Corddyn Mawr, Conwy (Pen y Gorddyn; Pen-y-Corddyn-Mawr, Abergele; Pen-y-Corddyn Camp)",-403861,7033689,9.087940430491789e-13,-1.9999980933862027,Conwy,Denbighshire,Llanddulas and Rhyd-y-foel
1168,"Dinorben, Conwy (Parc y Meirch)",-395059,7032764,9.223563825286825e-13,-1.9999980792122631,Conwy,Denbighshire,Abergele
1169,"Castell Cawr, Conwy",-400436,7034352,9.076346718273338e-13,-1.9999980946027482,Conwy,Denbighshire,Abergele
1170,"Crogals Castle, North Lanarkshire",-441426,7526495,1.7308981487524054e-12,-1.999997368727951,North Lanarkshire,Lanarkshire,Bothwell
1171,"Moel y Gaer, Llanbedr, Denbighshire",-364442,7010060,1.0782184377736176e-12,-1.9999979232540475,Denbighshire,Denbighshire,Llanbedr Dyffryn Clwyd
1172,"Bute, Barone Hill, Argyll & Bute",-565846,7523125,8.639290791250804e-13,-1.9999981410442942,Argyll & Bute,Buteshire,North Bute
1173,"Caer Ddunod, Conwy (Caer-Ddunod)",-391385,6993283,1.203112114582474e-12,-1.9999978062706507,Conwy,Denbighshire,Llanfihangel Glyn Myfyr
1174,"Caer Caradog, Conwy",-394029,6986436,1.2490336895867413e-12,-1.999997764796484,Conwy,Denbighshire,Llanfihangel Glyn Myfyr
1175,"Pwll-y-Clai, Denbighshire (Caer Bryn; Pwll y Clai; Prolly Clai)",-375741,7004697,1.1255891200074641e-12,-1.9999978781243015,Denbighshire,Denbighshire,Cyffylliog
1177,"Dinas Melin-y-Wig, Denbighshire",-380664,6988676,1.2418607225496256e-12,-1.999997771223903,Denbighshire,Merioneth,Betws Gwerfil Goch
1178,"Moel Fodig, Denbighshire",-372741,6983123,1.2799643483730012e-12,-1.9999977372898123,Denbighshire,Merioneth,Corwen
1179,"Caer Drewyn, Denbighshire (Caer Drewen)",-374102,6980978,1.295887087150501e-12,-1.9999977232592707,Denbighshire,Merioneth,Corwen
1180,"Bute, Little Dunagoil, Argyll & Bute",-562096,7505929,8.777477926502711e-13,-1.9999981262360953,Argyll & Bute,Buteshire,Kingarth
1182,"Craig yr y chain, Denbighshire (Craig yr ychen; Craig yr Uchain)",-384309,6967828,1.3871044854489305e-12,-1.9999976444919991,Denbighshire,Merioneth,Llandrillo
1183,"Pen y Gaer, Efenechtyd, Denbighshire",-371431,6998362,1.1694539589165547e-12,-1.9999978371741087,Denbighshire,Denbighshire,Efenechtyd
1184,"Craig Adwy Wynt, Denbighshire (Craig Adwywynt; Craig-Adwy-Wynt)",-368711,6997729,1.1719157773489034e-12,-1.9999978348988223,Denbighshire,Denbighshire,Efenechtyd
1185,"Cerrig Gwynion, Wrexham (Mynnyd Bach Camp; Roman Camp Wood)",-363148,6963981,1.4024344286775647e-12,-1.9999976315115127,Wrexham,Denbighshire,Ceiriog Ucha
1187,"Pen-y-Coed, Powys",-364446,6919196,1.6683388272381983e-12,-1.9999974167161771,Powys,Montgomeryshire,Castle Caereinion
1188,"Pant-y-Ffridd, Powys (Ffridd Penthryn West)",-361296,6912452,1.6941766140145241e-12,-1.9999973967892026,Powys,Montgomeryshire,Berriew
1189,"Lawn Farm, Powys",-352957,6869748,1.8153108069730879e-12,-1.9999973053305902,Powys,Radnorshire,Beguildy
1190,"Fron Goth Ii, Powys (Fron-Goth)",-351008,6862404,1.823314512233999e-12,-1.999997299396725,Powys,Montgomeryshire,Darowen
1192,"Mynydd Llangorse, Powys (Cockit Hill)",-358783,6789602,1.834958297322175e-12,-1.999997290787349,Powys,Brecknockshire,Llangors
1193,"Perwlwyn Coppice, Powys (Derwlwyn Coppice)",-362994,6941023,1.5473664481218584e-12,-1.9999975121362994,Powys,Montgomeryshire,Llanfylin
1194,"Nant Tarthwynni West, Powys (Nant Tarthwyni I; Nant Torthwyni)",-370001,6775940,1.82238239864464e-12,-1.9999973000871136,Powys,Brecknockshire,Talybont-on-Usk
1195,"Garth Hill Enclosure, Nantmel, Powys",-376890,6826314,1.9043045549180565e-12,-1.999997240069164,Powys,Radnorshire,Nantmel
1196,"Llwyn Llwyd, Powys",-385155,6806913,1.8973928848120183e-12,-1.999997245082299,Powys,Brecknockshire,Merthyr Cynog
1197,"Bausley Hill, Powys (Bausley Camp; Castle Camp)",-334553,6932148,1.4959753404088733e-12,-1.9999975537985852,Powys,Montgomeryshire,Bausley With Criggion
1198,"Cefn-y-Castell, Powys (Middletown Hill)",-337245,6930143,1.5205044438773975e-12,-1.9999975338252747,Powys,Montgomeryshire,Trewern
1199,"Pen-y-Castell Ii, Powys (Pen-y-Castell Hillfort)",-395651,6887474,1.8075037330211038e-12,-1.9999973111312914,Powys,Montgomeryshire,Llanidloes Without
1200,"Pen-y-Clun, Powys (Pen y Clun)",-398874,6886418,1.8076820393761983e-12,-1.999997310998669,Powys,Montgomeryshire,Llanidloes Without
1201,"Bute, Dunagoil, Argyll & Bute",-562380,7505566,8.779701217482541e-13,-1.999998125998803,Argyll & Bute,Buteshire,Kingath
1202,"Pen y Gaer, Llanidloes, Powys",-401719,6885353,1.8077960836656745e-12,-1.9999973109138476,Powys,Montgomeryshire,Llanidloes Without
1203,"Coed Mawr Gaer, Powys (y Gaer, Coed Mawr; Gaer Fechan)",-384139,6887238,1.8147981149098433e-12,-1.9999973057111402,Powys,Montgomeryshire,Llandinam
1204,"Sibwll Wood Camp, Powys (Clwt Camp)",-357246,6890594,1.7706988557408617e-12,-1.9999973386478205,Powys,Montgomeryshire,Kerry
1205,"Coneypark, Falkirk (Easter Auchincloich)",-442275,7556389,1.5905304901744954e-12,-1.9999974776752865,Falkirk,Stirlingshire,Kilsyth
1206,"Fronderw Wood Camp, Powys (Fron Derw Camp; Fron Derw Wood Camp)",-358557,6889536,1.7776654176609049e-12,-1.9999973334176047,Powys,Montgomeryshire,Kerry
1207,"Cwm Golog, Kerry, Powys (Cwm-Golog)",-357977,6888231,1.7803961790629296e-12,-1.999997331370255,Powys,Montgomeryshire,Kerry
1209,"Rhyd Uchaf Ii, Powys",-386447,6772901,1.8295208229986136e-12,-1.9999972948043894,Powys,Brecknockshire,Glyn Tarell
1210,"Gelli-Nedd, Powys",-397625,6766561,1.817056642264911e-12,-1.999997304035132,Powys,Brecknockshire,Ystradfellte
1211,"Coed Pentwyn, Powys (Coed Pen-Twyn)",-353107,6771013,1.78343790093035e-12,-1.9999973290916144,Powys,Brecknockshire,Llangattock
1212,"Cross Oak, Powys",-366725,6782664,1.8341325354118894e-12,-1.999997291397013,Powys,Brecknockshire,Talybont-on-Usk
1217,"Moel y Gaer, Bodfari, Denbighshire (Moel-y-Gaer, Bodfari)",-373679,7025004,9.790068740815778e-13,-1.9999980211044757,Denbighshire,Flintshire,Bodfari
1218,"Craig-y-Ddinas, Pontneddfechan, Powys (Craig y Dinas)",-397805,6756945,1.7856249238600908e-12,-1.999997327454454,Powys,Brecknockshire,Ystradfellte
1219,"Bryn Euryn Camp, Rhos-On-Sea, Conwy (Bryn Eirin)",-417918,7039148,8.567519226599002e-13,-1.9999981487821061,Conwy,Denbighshire,Rhos-on-Sea
1221,"Mynydd-y-Gaer, Conwy",-394085,7026262,9.67377780848121e-13,-1.9999980328927016,Conwy,Denbighshire,Llannefdydd
1222,"Llangenny Camp, Powys (Coed Cefn)",-347577,6774940,1.7809160977950649e-12,-1.9999973309806311,Powys,Brecknockshire,The Vale of Grwyney
1223,"Gallt-y-Gog, Powys",-427920,6908351,1.6490846790966331e-12,-1.9999974316661595,Powys,Montgomeryshire,Machynlleth
1224,"Fron Goch, Powys",-416377,6908837,1.6797289166254819e-12,-1.9999974079128744,Powys,Montgomeryshire,Glantwymyn
1225,"Corn y Fan, Powys",-387415,6801515,1.8916807738044986e-12,-1.9999972492322717,Powys,Brecknockshire,Merthyr Cynog
1226,"Barmore, Argyll & Bute",-579343,7556948,8.418999154026007e-13,-1.9999981648979153,Argyll & Bute,Argyll,Kilmodan
1227,"Great Cumbrae Island, Down Craig, North Ayrshire",-545452,7514938,8.76439591312235e-13,-1.9999981276329513,North Ayrshire,Buteshire,Cumbrae
1228,"Bute, Kerrytonlia, Argyll & Bute",-557290,7512459,8.728738997400272e-13,-1.9999981314455857,Argyll & Bute,Buteshire,Kingarth
1229,"Great Cumbrae, The Lorn, North Ayrshire",-550212,7508090,8.808625743627719e-13,-1.999998122914414,North Ayrshire,Buteshire,Cumbrae
1230,"Buachailean, Argyll & Bute",-557107,7536256,8.441185502959405e-13,-1.99999816248151,Argyll & Bute,Argyll,Dunoon And Kilmun
1231,"Kildoon Hill, South Ayrshire",-521391,7426370,1.0426969536360568e-12,-1.9999979577493263,South Ayrshire,Ayrshire,Maybole
1232,"Hallowshean, South Ayrshire (Hollowshean Camp)",-530872,7423782,9.978074393966118e-13,-1.9999980021937638,South Ayrshire,Ayrshire,Kirkoswald
1233,"Captain's Bridge, Drummochreen, South Ayrshire",-523514,7419571,1.0349492955220591e-12,-1.9999979653508455,South Ayrshire,Ayrshire,Dailly
1234,"Heads of Ayr, South Ayrshire (Bower Hill)",-523674,7446043,1.0167412859591434e-12,-1.9999979833282013,South Ayrshire,Ayrshire,Maybole
1235,"Bower Hill, South Ayrshire (Heads of Ayr)",-524561,7446202,1.0124437553568439e-12,-1.9999979875947174,South Ayrshire,Ayrshire,Maybole
1236,"Dunduff, South Ayrshire",-527021,7441946,1.0047245209489609e-12,-1.9999979952810463,South Ayrshire,Ayrshire,Maybole
1237,"West Kilbride, Seamill, North Ayrshire",-540997,7495864,9.069204932718073e-13,-1.9999980953525331,North Ayrshire,Ayrshire,West Kilbride
1238,"Knockjargon, North Ayrshire (Knock Jargon)",-535295,7496346,9.18344998540262e-13,-1.9999980833936257,North Ayrshire,Ayrshire,Ardrossan
1239,"Law Hill, North Ayrshire",-538845,7498246,9.080991850053249e-13,-1.9999980941152344,North Ayrshire,Ayrshire,West Kilbride
1240,"Knoweside, South Ayrshire",-530431,7435514,9.941369400370886e-13,-1.999998005871679,South Ayrshire,Ayrshire,Maybole
1241,"Montfode Mount, North Ayrshire",-536627,7490005,9.232552096678906e-13,-1.9999980782765967,North Ayrshire,Ayrshire,Ardrossan
1242,"Largs, Castle Hill, North Ayrshire (Cockmalane; Gogo Water)",-539625,7516628,8.810431926387638e-13,-1.9999981227219783,North Ayrshire,Ayrshire,Largs
1243,"Carwinning Hill, North Ayrshire",-526540,7506591,9.272249623485738e-13,-1.9999980741495775,North Ayrshire,Ayrshire,Dalry
1244,"Coumeenoole North/Com Dhêneol Thuaidh, Kerry (Dún Mor (Big Fort))",-1165487,6820274,2.8807967084706086e-13,-1.9999989265389233,Kerry,Kerry,Coumeenoole
1245,"Doonmanagh (Dún Meánach), Kerry",-1129630,6821723,3.9820765091215487e-13,-1.9999987379260704,Kerry,Kerry,Doonmanagh
1246,"Doonsheane (Dún Sián), Kerry (Doonmore; An Dún Mór and Doonbeg; An Dún Beag)",-1137891,6821638,3.762461361027717e-13,-1.9999987732218847,Kerry,Kerry,Doonsheane
1247,"Knockglass More (An Cnoc Glas Mór), Kerry (An Dún (The Fort))",-1102226,6841519,4.5277754763067237e-13,-1.9999986542250594,Kerry,Kerry,Knockglass More
1248,"Minard West (Minn Aird Thiar), Kerry",-1129484,6820707,3.9841225544308143e-13,-1.9999987376018766,Kerry,Kerry,Minard West
1249,"Paddock, Kerry (Doonywealaun (Dún Uí Mhaoláin))",-1149216,6820854,3.4221281333667756e-13,-1.999998830020832,Kerry,Kerry,Paddock
1250,"Minard West (Minn Aird Thiar), Kerry",-1128857,6820570,3.999335399364317e-13,-1.999998735194023,Kerry,Kerry,Minard West
1251,"Murirrigane (Muragrán), Kerry (An Cathairin)",-1130970,6850915,3.924807841948792e-13,-1.9999987470342635,Kerry,Kerry,Murirrigane
1252,"Kilfarnoge (Cill Fearnóg), Kerry (Monacarroge (Móin na Caróige))",-1154574,6819663,3.2488123051461693e-13,-1.9999988600329295,Kerry,Kerry,Kilfarnoge
1253,"Coed Fennifach, Powys (Coed Fenni-Fach Camp; Fennifach Camp; Fenni-Fach Camp)",-382523,6791944,1.871684616684361e-12,-1.9999972638094974,Powys,Brecknockshire,Yscir
1257,"Fron Haul, Powys",-377572,6907194,1.7372099111071512e-12,-1.9999973639348179,Powys,Montgomeryshire,Dwyriw
1258,"Doonties Commons (Coimên Nd–Nta), Kerry (The Bulls Head)",-1135049,6819927,3.8388265539675966e-13,-1.9999987608347076,Kerry,Kerry,Doonties Commons
1259,"Ballyoughteragh South (Baile Uachtarach Thiar), Kerry (Doon Point; Dún an Fheirtéaraigh)",-1164053,6831574,2.919290324512698e-13,-1.9999989193908525,Kerry,Kerry,Ballyoughteragh South
1260,"Tiduff (An Tigh Duibh), Kerry (Cathair Cairbre Mór (Cahercarbery (More))",-1106972,6876266,4.396909089041164e-13,-1.9999986738161382,Kerry,Kerry,Tiduff
1261,"Tiduff (An Tigh Duibh), Kerry (Cathair Cairbre Beag)",-1107270,6874886,4.3964442525333367e-13,-1.9999986738862412,Kerry,Kerry,Tiduff
1262,"Barrow, Kerry",-1098586,6855001,4.575989517755834e-13,-1.9999986470787876,Kerry,Kerry,Barrow
1263,"Beal Middle, Kerry (Lissadooneen (Lios an Dúinín - ringfort of the little fortification))",-1074186,6903564,4.712514837892054e-13,-1.9999986270448167,Kerry,Kerry,Beal Middle
1264,"Ballybunion, Kerry",-1077282,6893232,4.719464806521323e-13,-1.9999986260327796,Kerry,Kerry,Ballybunion
1265,"Wyle Cop Camp, Caersws, Powys",-383097,6898342,1.774511146049803e-12,-1.9999973357844336,Powys,Montgomeryshire,Caersws
1266,"Caesar's Camp, Scholes Coppice, South Yorkshire (Castle Holmes)",-156505,7067111,3.203813716706686e-13,-1.9999988679551746,South Yorkshire,Yorkshire,Rotherham
1267,"Knucklas Castle, Powys (Cnwclas Castle; Castle Ring)",-345439,6866147,1.7954817070100993e-12,-1.99999732008828,Powys,Radnorshire,Beguildy
1268,"Cefn-Du Camp, Powys (Cefn-Du Castle)",-362682,6923221,1.6449766111828368e-12,-1.9999974348671683,Powys,Montgomeryshire,Guilsfield
1269,"Cefnllys Castle, Powys (Castell Glan Iethon, Castle Bank)",-371282,6844348,1.892989890381248e-12,-1.9999972482806172,Powys,Radnorshire,Penybont
1270,"Doon West, Kerry (Stack's Promontory Fort)",-1077458,6894841,4.714564830797548e-13,-1.9999986267462244,Kerry,Kerry,Doon West
1271,"Meenogahane, Kerry (Lisheen (The Little Ringfort))",-1088791,6881601,4.648849153073929e-13,-1.999998636350609,Kerry,Kerry,Meenogahane
1272,"Coarha Beg, Kerry (Cromwell's Fort)",-1156712,6780257,3.0466112479427525e-13,-1.9999988960776751,Kerry,Kerry,Coarhabeg
1273,"Clashmelcon, Kerry",-1084684,6885280,4.680403115627294e-13,-1.9999986317305651,Kerry,Kerry,Clashmelcon
1274,"Clashmelcon, Kerry (Dooneen)",-1084785,6884924,4.68030499256703e-13,-1.9999986317449079,Kerry,Kerry,Clashmeclon
1275,"Meenogahane, Kerry (Lisheen-Cankeragh (Little Fort of The Sheep's Head))",-1087302,6881913,4.663345656553912e-13,-1.9999986342261304,Kerry,Kerry,Meenogahane
1276,"y Breiddin, Powys (Breddin Hillfort; The Breiddin Hillfort; Breiddin Hill Camp)",-338884,6931868,1.5194615541285038e-12,-1.9999975346711747,Powys,Montgomeryshire,Bausley with Criggion
1277,"Dolforwyn Castle, Abermule, Powys",-362041,6899509,1.7502014221676633e-12,-1.9999973540964324,Powys,Montgomeryshire,Llandyssil
1278,"Aberllynfi Gaer, Powys (Gwernyfed Gaer; Gwernyfed Park Camp; The Gaer, Aberllynfi; Three Cocks Hillfort, Gwernyfed)",-356667,6805630,1.8546427285993745e-12,-1.9999972762946352,Powys,Brecknockshire,Gwernyfed
1279,"Doon West, Kerry ('Poulaninneen', Poll na NinOnach (Hole of The Daughters))",-1077483,6894257,4.715792434052834e-13,-1.9999986265674485,Kerry,Kerry,Doon West
1280,"Castell Dinas, Talgarth, Powys",-355802,6793468,1.835572575967138e-12,-1.999997290333913,Powys,Brecknockshire,Talgarth
1281,"Bromore West, Kerry (Tonalassa (Tóin an Leasa - back of the ringfort))",-1076635,6897772,4.712704120278573e-13,-1.999998627017244,Kerry,Kerry,Bromore West
1282,"Doon East, Kerry (Doon Point)",-1077230,6896459,4.712086461505367e-13,-1.9999986271072203,Kerry,Kerry,Doon East
1283,"Fahan/Fán (Dún Beg), Kerry (Dunbeg; An Dún Beg)",-1158712,6818866,3.1112016542853777e-13,-1.999998884437065,Kerry,Kerry,Fahan/F_n
1284,"Castell Tinboeth, Powys (Castell Dinbaud, Llananno)",-371579,6867209,1.861544691132393e-12,-1.9999972712312732,Powys,Radnorshire,Llanbadarn Fynydd
1286,"The Knock, North Ayrshire",-542201,7523750,8.668010489377057e-13,-1.9999981379569833,North Ayrshire,Ayrshire,Largs
1287,"Doonans Hill, South Ayrshire",-504339,7418922,1.1526948862519854e-12,-1.9999978527274171,South Ayrshire,Ayrshire,Straiton
1288,"Carrowmoran, Sligo",-984219,7218998,3.355000194076541e-13,-1.99999884155273,Sligo,Sligo,Carrowmoran
1289,"Greenan Castle, South Ayrshire",-519806,7447376,1.034599748716467e-12,-1.9999979656944686,South Ayrshire,Ayrshire,Maybole
1290,"Kilkillogue, Sligo (Dún Baltra)",-942690,7259562,3.0243234255269887e-13,-1.9999989001230205,Sligo,Sligo,Kilkillogue
1291,"Dowan's Hill, South Ayrshire",-513119,7435663,1.0828833673368357e-12,-1.9999979187663588,South Ayrshire,Ayrshire,Kirkmichael
1292,"Donaghintraine, Sligo",-985778,7220556,3.3469984536765204e-13,-1.9999988429350142,Sligo,Sligo,Donaghintraine
1293,"Carrowmoran, Sligo",-983483,7218565,3.3567992883075056e-13,-1.9999988412421672,Sligo,Sligo,Carrowmoran
1294,"Carrownrush, Sligo (Lackavarna)",-988023,7221354,3.345106524061197e-13,-1.9999988432620825,Sligo,Sligo,Carrownrush
1295,"Carrownrush, Sligo",-987799,7221218,3.345660139803077e-13,-1.9999988431663664,Sligo,Sligo,Carrownrush
1296,"Vivod, Denbighshire",-357583,6978457,1.2929048791061105e-12,-1.9999977258804964,Denbighshire,Denbighshire,Llangollen Rural
1297,"Dundonald Castle, South Ayrshire",-511774,7474610,1.044660231580879e-12,-1.9999979558275693,South Ayrshire,Ayrshire,Dundonald
1298,"Knolls End Promontory Fort, North Yorkshire",-137759,7247138,2.735739028516457e-13,-1.9999989539141472,North Yorkshire,Yorkshire,Whorlton
1299,"Howth, Dublin (Dun Griffen and The Bailey Fort)",-674121,7050797,1.8342516691757663e-13,-1.9999991434367113,Dublin,Dublin,Howth
1300,"Allt-yr-Esgair, Powys (Allt-yr-Yscrin)",-364224,6784006,1.8333010913129695e-12,-1.999997292011011,Powys,Brecknockshire,Llangors
1302,"Twyn-y-Gaer, Trallwng, Powys",-389767,6793665,1.8800928826097066e-12,-1.999997257670419,Powys,Brecknockshire,Trallwng
1303,"Lambay Island, Dublin (The Garden Fort)",-670526,7075389,1.7665484599495117e-13,-1.9999991593934427,Dublin,Dublin,Lambay Island
1304,"Lambay Island, Dublin",-670979,7075595,1.7720369646959505e-13,-1.9999991580886116,Dublin,Dublin,Lambay Island
1306,"Ffinant Isaf, Aberysgir, Powys",-387803,6795899,1.88289606638565e-12,-1.999997255626799,Powys,Brecknockshire,Yscir
1307,"Gaer Fawr, Alltarnog, Powys",-381690,6805903,1.8934483410848057e-12,-1.999997247947427,Powys,Brecknockshire,Merthyr Cynog
1308,"Gaer Fach, Merthyr Cynog, Powys",-383564,6803609,1.8919410412809552e-12,-1.9999972490430455,Powys,Brecknockshire,Merthyr Cynog
1309,"Twyn-y-Gaer, Garthbrengy, Powys",-376159,6801524,1.881948312996807e-12,-1.9999972563175745,Powys,Brecknockshire,Honddu Isaf
1310,"Gates Hill Camp, Nidd Gorge, North Yorkshire",-166443,7173382,2.872037538346852e-13,-1.9999989281721149,North Yorkshire,Yorkshire,Knaresborough
1311,"Pen-y-Crug, Powys (Pen y Crug)",-380074,6793487,1.8724631467820304e-12,-1.9999972632404952,Powys,Brecknockshire,Yscir
1313,"Tre Durn Wood, Powys (Tredurn Wood)",-367663,6800789,1.8694970151145543e-12,-1.9999972654089775,Powys,Brecknockshire,Felin-fach
1314,"Gogerddan Camp, Powys (Gogerddan)",-388663,6927094,1.6362293857763156e-12,-1.9999974416963544,Powys,Montgomeryshire,Banwy
1315,"Pen Rhiw Wen, Powys (Llyswen Camp; Llys-Wen; Pen-Rhiw Wen)",-364349,6806019,1.870964637094708e-12,-1.9999972643358122,Powys,Brecknockshire,Bronllys
1316,"Hillis Camp, Powys (Hillis Fort; Hillis; Llanfilo Camp)",-366422,6797576,1.862545338029788e-12,-1.9999972704979663,Powys,Brecknockshire,Felin-fach
1317,"Pen-yr-Allt, Powys (Pen yr Allt; Western Camp)",-366940,6797502,1.8632534585008747e-12,-1.9999972699791513,Powys,Brecknockshire,Felin-fach
1318,"Drostre Bank, Powys",-368412,6795242,1.8617154840160725e-12,-1.9999972711060965,Powys,Brecknockshire,Felin-fach
1319,"Drumanagh, Dublin",-676855,7083586,1.8378798430067374e-13,-1.999999142589983,Dublin,Dublin,Drumanagh
1320,"Pendre, Talgarth, Powys",-359645,6797531,1.85018996440855e-12,-1.9999972795662373,Powys,Brecknockshire,Talgarth
1321,"Twyn y Gaer, Defynnog, Powys (y Gaer; Craig y Gaer)",-397229,6786525,1.8695017484277836e-12,-1.9999972654055156,Powys,Brecknockshire,Cray
1322,"y Gaer, Pen-Pont, Powys (Twyn y Gaer)",-386363,6789594,1.8699425549915704e-12,-1.9999972650831421,Powys,Brecknockshire,Trallwng
1323,"Scarborough Castle, North Yorkshire (Castle Hill Promontory Fort)",-42983,7224789,9.262768803442157e-14,-1.9999993913040561,North Yorkshire,Yorkshire,Scarborough
1324,"Slwch Tump, Powys (Slwch Camp; Ginger Wall)",-375657,6790372,1.861948161674931e-12,-1.9999972709355731,Powys,Brecknockshire,Brecon
1326,"Twyn Llechfaen, Powys",-371484,6791603,1.8593435875418147e-12,-1.999997272845008,Powys,Brecknockshire,Llanfrynach
1327,"Tump Wood Camp, Powys",-366310,6779330,1.8258306780037918e-12,-1.9999972975339573,Powys,Brecknockshire,Talybont-on-Usk
1328,"Tyle Clydach, Powys",-368783,6779700,1.830110097218825e-12,-1.9999972943687634,Powys,Brecknockshire,Talybont-on-Usk
1329,"Wardlaw Hill, South Ayrshire",-512434,7471489,1.0454224586988292e-12,-1.999997955081949,South Ayrshire,Ayrshire,Dundonald
1330,"Harpercroft, South Ayrshire",-512277,7471070,1.0469349619464622e-12,-1.9999979536032038,South Ayrshire,Ayrshire,Dundonald
1332,"Coed-y-Gaer, Llanfihangel Cwmdu, Powys",-356109,6783609,1.8178921445746287e-12,-1.9999973034153864,Powys,Brecknockshire,Llanfihangel Cwmdu with Bwlch and Cathedine
1333,"Penmyarth Camp, Powys (Myarth Camp)",-356700,6778214,1.807363717920535e-12,-1.9999973112354377,Powys,Brecknockshire,Llanfihangel Cwmdu with Bwlch and Cathedine
1334,"Law Hill, Bridge of Weir, Renfrewshire",-510108,7531666,9.459271103545622e-13,-1.9999980548243161,Renfrewshire,Renfrewshire,Houston
1335,"Castle Hill, Gotter Linn, Inverclyde (Gotter Water; South Gibbalston)",-517025,7530411,9.163829869660802e-13,-1.9999980854421011,Inverclyde,Renfrewshire,Kilmacolm
1336,"Nant Tarthwynni East, Powys (Nant Tarthwyni Ii)",-370211,6775546,1.8216318997170094e-12,-1.9999973006431138,Powys,Brecknockshire,Talybont-on-Usk
1337,"Marshall Moor, Renfrewshire (Bower)",-512116,7524442,9.516579613316517e-13,-1.9999980489408402,Renfrewshire,Renfrewshire,Kilbarchan
1338,"Carman, West Dunbartonshire",-513280,7554494,8.760427510155848e-13,-1.9999981280568908,West Dunbartonshire,Dunbartonshire,Bonhill
1340,"Pant Mawr, Powys (y Clawdd Llesg)",-359355,6926938,1.618705046026451e-12,-1.999997455433203,Powys,Montgomeryshire,Meifod
1341,"Craigmarloch Wood, Inverclyde",-517698,7540763,8.908245935009642e-13,-1.9999981123299087,Inverclyde,Renfrewshire,Kilmacolm
1344,"Soldiers Ring, Broniarth Hill, Powys (Broniarth)",-360974,6927208,1.6208430082014266e-12,-1.999997453753344,Powys,Montgomeryshire,Meifod
1345,"Clawdd Wood, Powys",-361062,6925654,1.629182292365951e-12,-1.9999974472114914,Powys,Montgomeryshire,Meifod
1346,"Trefnanney Gaer, Powys",-354100,6933486,1.5696588088843349e-12,-1.9999974942794978,Powys,Montgomeryshire,Meifod
1347,"Gaer Fawr, Guilsfield, Powys",-350647,6929444,1.5807149885159966e-12,-1.999997485470232,Powys,Montgomeryshire,Guilsfield
1348,"Crowther's Camp, Powys (Crowther's Coppice Camp; Crowther's Coppice Hillfort)",-346698,6926600,1.5812524450338402e-12,-1.9999974850427875,Powys,Montgomeryshire,Welshpool
1349,"Tan-y-Clawdd Camp, Powys (y Gaer)",-356222,6920818,1.6420794981518943e-12,-1.9999974371270042,Powys,Montgomeryshire,Castle Ceireinion
1350,"y Golfa Camp, Powys",-358037,6919137,1.6550895661335364e-12,-1.9999974269943133,Powys,Montgomeryshire,Castle Caereinion
1351,"Pen-y-Foel, Powys",-357961,6917538,1.6626295708878965e-12,-1.9999974211401195,Powys,Montgomeryshire,Castle Caereinion
1352,"Lower House Camp, Powys (Fridd Penthryn East)",-359308,6913541,1.6847050033066908e-12,-1.9999974040762698,Powys,Montgomeryshire,Berriew
1353,"Ballygorman, Donegal (Dungolgan)",-813895,7433673,2.0704840693578715e-13,-1.9999990899485576,Donegal,Donegal,Ballygorman
1354,"Ballygorman, Donegal (Doherty's Dun)",-811565,7433319,2.099041727526973e-13,-1.9999990836939971,Donegal,Donegal,Ballygorman
1355,"Ballynakilly (Inch Island), Donegal (Doonalin)",-836536,7373062,2.1120175596014726e-13,-1.9999990808661556,Donegal,Donegal,Ballynakilly
1356,"Carthage, Donegal (Donowen)",-796467,7420889,2.3088402565366436e-13,-1.9999990389921423,Donegal,Donegal,Carthage
1357,"Carthage, Donegal (Doondavy)",-797994,7423595,2.287683371629618e-13,-1.9999990434053374,Donegal,Donegal,Carthage
1358,"Gargieston, East Ayrshire",-503694,7478394,1.0906286742877719e-12,-1.9999979113366242,East Ayrshire,Ayrshire,Kilmarnock
1359,"Carthage, Donegal",-797003,7421491,2.3016767299282175e-13,-1.9999990404841366,Donegal,Donegal,Carthage
1360,"Black Bank, Powys",-343971,6920551,1.6004414700813943e-12,-1.9999974698288832,Powys,Montgomeryshire,Trewern
1361,"Cefn-yr-Allt, Powys",-355385,6911036,1.6857161898005085e-12,-1.9999974032973296,Powys,Montgomeryshire,Berriew
1362,"Craigie Hill, South Ayrshire",-501291,7471899,1.1185561862139428e-12,-1.9999978847636668,South Ayrshire,Ayrshire,Craigie
1363,"Croaghross, Donegal (Dooanmore)",-846739,7404200,1.9391627783171607e-13,-1.99999911928148,Donegal,Donegal,Croaghross
1364,"Craigie, South Ayrshire",-500289,7471546,1.1267093817539372e-12,-1.9999978770686475,South Ayrshire,Ayrshire,Craigie
